>XM_023605096.1 Rhizopus microsporus ATCC 52813 serine protease (RHIMIDRAFT_10000), mRNA
>XM_023605337.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_116992), mRNA
>XM_023605338.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_11706), mRNA
>XM_023605339.1 Rhizopus microsporus ATCC 52813 CAAX prenyl protease-like protein (RHIMIDRAFT_117077), mRNA
>XM_023605340.1 Rhizopus microsporus ATCC 52813 WD40 repeat-like protein (RHIMIDRAFT_117086), mRNA
>XM_023605341.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_11710), mRNA
>XM_023605342.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_117119), mRNA
>XM_023605343.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_117157), mRNA
>XM_023605344.1 Rhizopus microsporus ATCC 52813 cyanate hydratase (RHIMIDRAFT_117234), mRNA
>XM_023605345.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_117296), mRNA
>XM_023605346.1 Rhizopus microsporus ATCC 52813 Prefoldin beta-like protein (RHIMIDRAFT_117494), mRNA
>XM_023605347.1 Rhizopus microsporus ATCC 52813 Cu,Zn superoxide dismutase-like protein (RHIMIDRAFT_117511), mRNA
>XM_023605348.1 Rhizopus microsporus ATCC 52813 proteinase inhibitor, propeptide (RHIMIDRAFT_117534), mRNA
>XM_023605349.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_117606), mRNA
>XM_023605350.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_117692), mRNA
>XM_023605351.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_117758), mRNA
>XM_023605352.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_117814), mRNA
>XM_023605353.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_117826), mRNA
>XM_023605354.1 Rhizopus microsporus ATCC 52813 regulator of G protein signaling superfamily (RHIMIDRAFT_117837), mRNA
>XM_023605355.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_11785), mRNA
>XM_023605356.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_117877), mRNA
>XM_023605357.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_117912), mRNA
>XM_023605358.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_117914), mRNA
>XM_023605359.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_117959), mRNA
>XM_023605360.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_118142), mRNA
>XM_023605361.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_118172), mRNA
>XM_023605362.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_11826), mRNA
>XM_023605363.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_118373), mRNA
>XM_023605364.1 Rhizopus microsporus ATCC 52813 cysteine desulfurylase (RHIMIDRAFT_118495), mRNA
>XM_023605365.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_118517), mRNA
>XM_023605366.1 Rhizopus microsporus ATCC 52813 DNA replication licensing factor cdc19 (RHIMIDRAFT_118538), mRNA
>XM_023605367.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_118618), mRNA
>XM_023605368.1 Rhizopus microsporus ATCC 52813 SPRY-domain-containing protein (RHIMIDRAFT_118646), mRNA
>XM_023605369.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_11870), mRNA
>XM_023605370.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_118724), mRNA
>XM_023605371.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_11882), mRNA
>XM_023605372.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_118834), mRNA
>XM_023605373.1 Rhizopus microsporus ATCC 52813 PRP38-domain-containing protein (RHIMIDRAFT_118846), mRNA
>XM_023605374.1 Rhizopus microsporus ATCC 52813 SET domain-containing protein (RHIMIDRAFT_118882), mRNA
>XM_023605375.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_11890), mRNA
>XM_023605376.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_118945), mRNA
>XM_023605377.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_118960), mRNA
>XM_023605378.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_119019), mRNA
>XM_023605379.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_119037), mRNA
>XM_023605380.1 Rhizopus microsporus ATCC 52813 spore coat protein coth (RHIMIDRAFT_119078), mRNA
>XM_023605381.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_119095), mRNA
>XM_023605382.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_119106), mRNA
>XM_023605383.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_119259), mRNA
>XM_023605384.1 Rhizopus microsporus ATCC 52813 zf-DHHC-domain-containing protein (RHIMIDRAFT_119397), mRNA
>XM_023605385.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_119407), mRNA
>XM_023605386.1 Rhizopus microsporus ATCC 52813 ribosomal protein S8e (RHIMIDRAFT_119563), mRNA
>XM_023605387.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_119650), mRNA
>XM_023605388.1 Rhizopus microsporus ATCC 52813 SGNH hydrolase (RHIMIDRAFT_119809), mRNA
>XM_023605389.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_119824), mRNA
>XM_023605390.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_119997), mRNA
>XM_023605391.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_120057), mRNA
>XM_023605392.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_120058), mRNA
>XM_023605393.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_120090), mRNA
>XM_023605394.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_120419), mRNA
>XM_023605395.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_120425), mRNA
>XM_023605396.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_120477), mRNA
>XM_023605397.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_120498), mRNA
>XM_023605398.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_120547), mRNA
>XM_023605399.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_120590), mRNA
>XM_023605400.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_120637), mRNA
>XM_023605401.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_120664), mRNA
>XM_023605402.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_120768), mRNA
>XM_023605403.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_120835), mRNA
>XM_023605404.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_120848), mRNA
>XM_023605405.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_120869), mRNA
>XM_023605406.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_120873), mRNA
>XM_023605407.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_120980), mRNA
>XM_023605408.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_121152), mRNA
>XM_023605409.1 Rhizopus microsporus ATCC 52813 zf-DHHC-domain-containing protein (RHIMIDRAFT_121186), mRNA
>XM_023605410.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_121264), mRNA
>XM_023605411.1 Rhizopus microsporus ATCC 52813 HMG-box (RHIMIDRAFT_121413), mRNA
>XM_023605412.1 Rhizopus microsporus ATCC 52813 Pkinase-domain-containing protein (RHIMIDRAFT_121517), mRNA
>XM_023605413.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_121652), mRNA
>XM_023605414.1 Rhizopus microsporus ATCC 52813 ribosomal protein L39e (RHIMIDRAFT_121773), mRNA
>XM_023605415.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_121885), mRNA
>XM_023605416.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_1221), mRNA
>XM_023605417.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_122125), mRNA
>XM_023605418.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_122204), mRNA
>XM_023605419.1 Rhizopus microsporus ATCC 52813 cysteine dioxygenase type I (RHIMIDRAFT_122205), mRNA
>XM_023605420.1 Rhizopus microsporus ATCC 52813 NAD(P)-binding protein (RHIMIDRAFT_12232), mRNA
>XM_023605421.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_122522), mRNA
>XM_023605422.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_122598), mRNA
>XM_023605423.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_122625), mRNA
>XM_023605424.1 Rhizopus microsporus ATCC 52813 DUF887-domain-containing protein (RHIMIDRAFT_122629), mRNA
>XM_023605425.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_122734), mRNA
>XM_023605426.1 Rhizopus microsporus ATCC 52813 DnaJ-domain-containing protein (RHIMIDRAFT_122758), mRNA
>XM_023605427.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_122769), mRNA
>XM_023605428.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_122784), mRNA
>XM_023605429.1 Rhizopus microsporus ATCC 52813 endoplasmic reticulum-golgi intermediate compartment protein 3 (RHIMIDRAFT_122866), mRNA
>XM_023605430.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_12297), mRNA
>XM_023605431.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_123009), mRNA
>XM_023605432.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_12302), mRNA
>XM_023605433.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_123104), mRNA
>XM_023605434.1 Rhizopus microsporus ATCC 52813 cytochrome b5 (RHIMIDRAFT_123123), mRNA
>XM_023605435.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_123127), mRNA
>XM_023605436.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_123209), mRNA
>XM_023605437.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_123226), mRNA
>XM_023605438.1 Rhizopus microsporus ATCC 52813 Xanthine/uracil permease (RHIMIDRAFT_123263), mRNA
>XM_023605439.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_123466), mRNA
>XM_023605440.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_123478), mRNA
>XM_023605441.1 Rhizopus microsporus ATCC 52813 galactose oxidase (RHIMIDRAFT_123549), mRNA
>XM_023605442.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_123580), mRNA
>XM_023605443.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_12370), mRNA
>XM_023605444.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_123797), mRNA
>XM_023605445.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_123799), mRNA
>XM_023605446.1 Rhizopus microsporus ATCC 52813 DNA polymerase alpha, subunit B (RHIMIDRAFT_124131), mRNA
>XM_023605447.1 Rhizopus microsporus ATCC 52813 zf-DHHC-domain-containing protein (RHIMIDRAFT_124145), mRNA
>XM_023605448.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_124308), mRNA
>XM_023605449.1 Rhizopus microsporus ATCC 52813 V-type ATPase (RHIMIDRAFT_124625), mRNA
>XM_023605450.1 Rhizopus microsporus ATCC 52813 NAD(P)-binding protein (RHIMIDRAFT_124807), mRNA
>XM_023605451.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_124808), mRNA
>XM_023605452.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_124824), mRNA
>XM_023605453.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_124846), mRNA
>XM_023605454.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_124849), mRNA
>XM_023605455.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_124941), mRNA
>XM_023605456.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_125009), mRNA
>XM_023605457.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_125018), mRNA
>XM_023605458.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_12510), mRNA
>XM_023605459.1 Rhizopus microsporus ATCC 52813 Glucosamine/galactosamine-6-phosphate isomerase (RHIMIDRAFT_125270), mRNA
>XM_023605460.1 Rhizopus microsporus ATCC 52813 Glucosamine/galactosamine-6-phosphate isomerase (RHIMIDRAFT_125278), mRNA
>XM_023605461.1 Rhizopus microsporus ATCC 52813 glycoside hydrolase (RHIMIDRAFT_125319), mRNA
>XM_023605462.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_125338), mRNA
>XM_023605463.1 Rhizopus microsporus ATCC 52813 ATP-NAD kinase (RHIMIDRAFT_12549), mRNA
>XM_023605464.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_125606), mRNA
>XM_023605465.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_125607), mRNA
>XM_023605466.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_125734), mRNA
>XM_023605467.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_12601), mRNA
>XM_023605468.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_126051), mRNA
>XM_023605469.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_12606), mRNA
>XM_023605470.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_126069), mRNA
>XM_023605471.1 Rhizopus microsporus ATCC 52813 cytochrome P450 (RHIMIDRAFT_126083), mRNA
>XM_023605472.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_126090), mRNA
>XM_023605473.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_126143), mRNA
>XM_023605474.1 Rhizopus microsporus ATCC 52813 putative COP9 signalosome complex subunit 1 (RHIMIDRAFT_126167), mRNA
>XM_023605475.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_126178), mRNA
>XM_023605476.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_126250), mRNA
>XM_023605477.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_126395), mRNA
>XM_023605478.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_126525), mRNA
>XM_023605479.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_126574), mRNA
>XM_023605480.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_126650), mRNA
>XM_023605481.1 Rhizopus microsporus ATCC 52813 DnaJ-domain-containing protein (RHIMIDRAFT_126653), mRNA
>XM_023605482.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_12684), mRNA
>XM_023605483.1 Rhizopus microsporus ATCC 52813 RNase P/MRP, p29 subunit (RHIMIDRAFT_126885), mRNA
>XM_023605484.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_126932), mRNA
>XM_023605485.1 Rhizopus microsporus ATCC 52813 mitogen-activated protein kinase scaffold protein 1 (RHIMIDRAFT_127091), mRNA
>XM_023605486.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_127105), mRNA
>XM_023605487.1 Rhizopus microsporus ATCC 52813 nucleic acid-binding protein (RHIMIDRAFT_12722), mRNA
>XM_023605488.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_127229), mRNA
>XM_023605489.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_127306), mRNA
>XM_023605490.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_127310), mRNA
>XM_023605491.1 Rhizopus microsporus ATCC 52813 copper-fist-domain-containing protein (RHIMIDRAFT_127327), mRNA
>XM_023605492.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_127459), mRNA
>XM_023605493.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_127460), mRNA
>XM_023605494.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_127660), mRNA
>XM_023605495.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_127727), mRNA
>XM_023605496.1 Rhizopus microsporus ATCC 52813 pantothenate synthase (RHIMIDRAFT_127779), mRNA
>XM_023605497.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_127785), mRNA
>XM_023605498.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_12791), mRNA
>XM_023605499.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_127923), mRNA
>XM_023605500.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_127991), mRNA
>XM_023605501.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_128042), mRNA
>XM_023605502.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_128048), mRNA
>XM_023605503.1 Rhizopus microsporus ATCC 52813 Got1-domain-containing protein (RHIMIDRAFT_128099), mRNA
>XM_023605504.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_128129), mRNA
>XM_023605505.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_128190), mRNA
>XM_023605506.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_128210), mRNA
>XM_023605507.1 Rhizopus microsporus ATCC 52813 Serine/threonine-protein kinase (RHIMIDRAFT_128376), mRNA
>XM_023605508.1 Rhizopus microsporus ATCC 52813 phosphatases II (RHIMIDRAFT_128584), mRNA
>XM_023605509.1 Rhizopus microsporus ATCC 52813 GNS1/SUR4 membrane protein (RHIMIDRAFT_12861), mRNA
>XM_023605510.1 Rhizopus microsporus ATCC 52813 zincin (RHIMIDRAFT_128622), mRNA
>XM_023605511.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_128663), mRNA
>XM_023605512.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_128845), mRNA
>XM_023605513.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_128872), mRNA
>XM_023605514.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_128875), mRNA
>XM_023605515.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_128975), mRNA
>XM_023605516.1 Rhizopus microsporus ATCC 52813 ras-like protein 2 (RHIMIDRAFT_129080), mRNA
>XM_023605517.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_129114), mRNA
>XM_023605518.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_129115), mRNA
>XM_023605519.1 Rhizopus microsporus ATCC 52813 DUF1692-domain-containing protein (RHIMIDRAFT_129150), mRNA
>XM_023605520.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_129447), mRNA
>XM_023605521.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_129450), mRNA
>XM_023605522.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_129451), mRNA
>XM_023605523.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_129542), mRNA
>XM_023605524.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_129703), mRNA
>XM_023605525.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_129709), mRNA
>XM_023605526.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_129744), mRNA
>XM_023605527.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_129771), mRNA
>XM_023605528.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_129780), mRNA
>XM_023605529.1 Rhizopus microsporus ATCC 52813 vacuolar ATP synthase (RHIMIDRAFT_129857), mRNA
>XM_023605530.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_129926), mRNA
>XM_023605531.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_129986), mRNA
>XM_023605532.1 Rhizopus microsporus ATCC 52813 S-adenosyl-L-methionine-dependent methyltransferase (RHIMIDRAFT_130022), mRNA
>XM_023605533.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_13003), mRNA
>XM_023605534.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_130035), mRNA
>XM_023605535.1 Rhizopus microsporus ATCC 52813 putative PEP8-vacuolar protein sorting/targeting protein (RHIMIDRAFT_130045), mRNA
>XM_023605536.1 Rhizopus microsporus ATCC 52813 glutaminyl-tRNA synthetase (RHIMIDRAFT_13032), mRNA
>XM_023605537.1 Rhizopus microsporus ATCC 52813 acid protease (RHIMIDRAFT_130426), mRNA
>XM_023605538.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_130593), mRNA
>XM_023605539.1 Rhizopus microsporus ATCC 52813 P-loop containing nucleoside triphosphate hydrolase protein (RHIMIDRAFT_130635), mRNA
>XM_023605540.1 Rhizopus microsporus ATCC 52813 WD40 repeat-like protein (RHIMIDRAFT_130691), mRNA
>XM_023605541.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_130931), mRNA
>XM_023605542.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_131051), mRNA
>XM_023605543.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_131112), mRNA
>XM_023605544.1 Rhizopus microsporus ATCC 52813 DUF1754-domain-containing protein (RHIMIDRAFT_131184), partial mRNA
>XM_023605545.1 Rhizopus microsporus ATCC 52813 TBC-domain-containing protein (RHIMIDRAFT_131201), mRNA
>XM_023605546.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_131311), mRNA
